0.32 -15.388 -15.3545 -15.2458 -15.2401 -15.2386 -15.2331 -15.201 -15.1949 -15.1901 -15.1894 -10.501 -10.009 -6.4894 -6.4676 -2.794 -2.3017 2.3111 2.6949 3.7034 3.9123 4.316 4.6205 5.478 5.5246 5.6921 5.8436 6.1621 6.1681 10.8412 11.2812 11.617 11.6552 12.535 12.5687 15.8005 15.8136 16.4626 16.6514 18.6883 19.1768 19.3495 19.5755 20.1936 20.4028 21.1872 
0.33 -15.385 -15.3547 -15.2464 -15.2411 -15.2403 -15.2347 -15.2004 -15.1949 -15.1895 -15.1888 -10.4848 -10.0456 -6.4908 -6.4715 -2.7549 -2.3186 2.3876 2.7236 3.6976 3.9343 4.2541 4.5032 5.5065 5.56 5.6963 5.8385 6.2194 6.2237 10.8933 11.2497 11.5927 11.6669 12.4851 12.5269 15.7781 15.8048 16.4527 16.6152 18.6702 19.1158 19.3552 19.6054 20.1598 20.4192 21.1494 
0.34 -15.3819 -15.3552 -15.247 -15.2419 -15.2419 -15.2363 -15.1998 -15.195 -15.1889 -15.1883 -10.4658 -10.0829 -6.4917 -6.475 -2.7162 -2.3382 2.4687 2.7563 3.6896 3.944 4.1982 4.3873 5.5382 5.5917 5.7007 5.8288 6.276 6.2766 10.937 11.2136 11.5833 11.6858 12.4332 12.4786 15.7492 15.8033 16.4481 16.5847 18.6583 19.0579 19.3707 19.631 20.1343 20.423 21.1225 
0.35 -15.3789 -15.356 -15.2475 -15.2433 -15.2424 -15.2377 -15.1992 -15.1952 -15.1884 -15.1878 -10.4441 -10.1205 -6.4923 -6.4783 -2.678 -2.3605 2.5525 2.7913 3.679 3.9388 4.1506 4.2799 5.5711 5.6195 5.7049 5.816 6.3255 6.3284 10.97 11.1758 11.5913 11.71 12.3805 12.4244 15.7276 15.7964 16.4481 16.5596 18.6537 19.0031 19.3961 19.6515 20.1138 20.4111 21.1125 
0.36 -15.3759 -15.3572 -15.2479 -15.2445 -15.2428 -15.239 -15.1986 -15.1954 -15.1879 -15.1874 -10.4199 -10.1581 -6.4925 -6.4812 -2.6407 -2.385 2.6364 2.8261 3.6663 3.9134 4.1133 4.1909 5.6036 5.6433 5.7084 5.8008 6.3689 6.3741 10.9922 11.139 11.6166 11.7371 12.3289 12.3663 15.7135 15.785 16.4517 16.539 18.6571 18.9499 19.4309 19.6679 20.0965 20.3822 21.123 
0.37 -15.373 -15.3587 -15.248 -15.2455 -15.243 -15.2402 -15.1981 -15.1957 -15.1875 -15.1871 -10.3934 -10.1953 -6.4923 -6.4838 -2.6042 -2.4116 2.7165 2.8573 3.6545 3.864 4.0872 4.1297 5.6345 5.6631 5.7109 5.7837 6.4051 6.411 11.0061 11.1054 11.6557 11.7635 12.2807 12.308 15.7069 15.7705 16.4579 16.5222 18.669 18.8976 19.4736 19.6781 20.0854 20.3374 21.153 
0.38 -15.3701 -15.3606 -15.248 -15.2463 -15.243 -15.2412 -15.1976 -15.196 -15.1872 -15.187 -10.3646 -10.2318 -6.4918 -6.4861 -2.5689 -2.44 2.7875 2.8801 3.6491 3.7986 4.0717 4.0947 5.6628 5.6787 5.7122 5.7649 6.4329 6.4379 11.0156 11.0768 11.7019 11.784 12.2394 12.2554 15.7071 15.7543 16.4659 16.5082 18.6896 18.8468 19.5218 19.6759 20.0889 20.2807 21.1982 
0.39 -15.3675 -15.3626 -15.2478 -15.247 -15.2429 -15.242 -15.1971 -15.1963 -15.187 -15.1869 -10.3339 -10.2672 -6.4909 -6.4881 -2.5346 -2.4701 2.8429 2.8887 3.6573 3.7345 4.0654 4.076 5.6861 5.6898 5.7141 5.7449 6.4508 6.4536 11.0248 11.0539 11.7465 11.7914 12.2106 12.217 15.7132 15.7383 16.475 16.496 18.7188 18.7989 19.572 19.6557 20.1141 20.2188 21.2521 
0.4 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1967 -15.1967 -15.1869 -15.1869 -10.3013 -10.3013 -6.4897 -6.4897 -2.5017 -2.5017 2.8773 2.8773 3.6853 3.6853 4.0669 4.0669 5.6949 5.6949 5.7252 5.7252 6.4579 6.4579 11.0369 11.0369 11.779 11.779 12.2013 12.2013 15.7241 15.7241 16.4851 16.4851 18.7556 18.7556 19.6189 19.6189 20.16 20.16 21.3082 
0.41 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1967 -15.1967 -15.1869 -15.1869 -10.3013 -10.3013 -6.4897 -6.4897 -2.5017 -2.5017 2.878 2.878 3.6853 3.6853 4.0654 4.0654 5.6948 5.6948 5.726 5.726 6.458 6.458 11.0361 11.0361 11.7791 11.7791 12.2006 12.2006 15.7277 15.7277 16.4869 16.4869 18.7534 18.7534 19.6177 19.6177 20.1619 20.1619 21.3049 
0.42 -15.3649 -15.3649 -15.2475 -15.2475 -15.2425 -15.2425 -15.1967 -15.1967 -15.1869 -15.1869 -10.3013 -10.3013 -6.4897 -6.4897 -2.5016 -2.5016 2.8803 2.8803 3.6853 3.6853 4.0609 4.0609 5.6947 5.6947 5.7283 5.7283 6.4583 6.4583 11.0338 11.0338 11.7797 11.7797 12.1985 12.1985 15.7386 15.7386 16.4923 16.4923 18.7468 18.7468 19.6142 19.6142 20.1672 20.1672 21.2946 
